Usage data for account gpuuva065

Month      Account    User                    SBUs      Restituted
---------- ---------- ------------ --------------- --------------- 
Totals for this user                       19806.1             0.0

2025-11-20 gpuuva065  scur1737                 3.6             0.0
2025-11-21 gpuuva065  scur1737               773.8             0.0
2025-11-22 gpuuva065  scur1737               251.1             0.0
2025-11-23 gpuuva065  scur1737               243.2             0.0
2025-11-24 gpuuva065  scur1737               443.5             0.0
2025-12-02 gpuuva065  scur1737              1527.5             0.0
2025-12-03 gpuuva065  scur1737               193.2             0.0
2025-12-04 gpuuva065  scur1737               165.4             0.0
2025-12-07 gpuuva065  scur1737               901.3             0.0
2025-12-08 gpuuva065  scur1737              1593.3             0.0
2025-12-10 gpuuva065  scur1737               303.8             0.0
2025-12-11 gpuuva065  scur1737               391.4             0.0
2025-12-14 gpuuva065  scur1737               228.6             0.0
2025-12-15 gpuuva065  scur1737               418.4             0.0
2025-12-19 gpuuva065  scur1737              1095.3             0.0
2025-12-20 gpuuva065  scur1737              5315.2             0.0
2025-12-21 gpuuva065  scur1737              1913.4             0.0
Totals for this user                       15762.3             0.0

2025-11-07 gpuuva065  scur1738                14.3             0.0
2025-11-10 gpuuva065  scur1738                81.4             0.0
2025-11-11 gpuuva065  scur1738               129.0             0.0
2025-11-12 gpuuva065  scur1738                 8.0             0.0
2025-11-14 gpuuva065  scur1738               399.7             0.0
2025-11-15 gpuuva065  scur1738               384.8             0.0
2025-11-16 gpuuva065  scur1738              1399.4             0.0
2025-11-17 gpuuva065  scur1738              1569.1             0.0
2025-11-18 gpuuva065  scur1738               384.1             0.0
2025-11-19 gpuuva065  scur1738              2535.9             0.0
2025-11-20 gpuuva065  scur1738              1777.6             0.0
2025-11-21 gpuuva065  scur1738               704.7             0.0
2025-12-01 gpuuva065  scur1738              1521.8             0.0
2025-12-02 gpuuva065  scur1738               608.9             0.0
2025-12-03 gpuuva065  scur1738              4847.1             0.0
2025-12-04 gpuuva065  scur1738              2635.9             0.0
2025-12-05 gpuuva065  scur1738             14695.9             0.0
2025-12-06 gpuuva065  scur1738              3877.3             0.0
2025-12-07 gpuuva065  scur1738              7719.3             0.0
2025-12-08 gpuuva065  scur1738              5759.7             0.0
2025-12-09 gpuuva065  scur1738              5560.9             0.0
2025-12-10 gpuuva065  scur1738              4076.9             0.0
2025-12-11 gpuuva065  scur1738              3663.5             0.0
2025-12-12 gpuuva065  scur1738               915.6             0.0
2025-12-18 gpuuva065  scur1738              3930.7             0.0
2025-12-19 gpuuva065  scur1738              4157.1             0.0
2025-12-20 gpuuva065  scur1738              3902.2             0.0
2025-12-21 gpuuva065  scur1738              3679.2             0.0
2025-12-22 gpuuva065  scur1738               385.3             0.0
2025-12-29 gpuuva065  scur1738               385.1             0.0
2025-12-30 gpuuva065  scur1738              4650.5             0.0
2025-12-31 gpuuva065  scur1738              1215.9             0.0
Totals for this user                       87576.7             0.0

2025-11-11 gpuuva065  scur1739                 7.3             0.0
2025-12-07 gpuuva065  scur1739                 6.9             0.0
2025-12-08 gpuuva065  scur1739                16.7             0.0
2025-12-09 gpuuva065  scur1739              1393.7             0.0
2025-12-13 gpuuva065  scur1739              2771.9             0.0
2025-12-14 gpuuva065  scur1739              4780.4             0.0
Totals for this user                        8976.9             0.0

2025-11-10 gpuuva065  scur1742               237.6             0.0
2025-11-11 gpuuva065  scur1742               348.4             0.0
2025-11-12 gpuuva065  scur1742               256.4             0.0
2025-11-20 gpuuva065  scur1742                74.4             0.0
2025-11-22 gpuuva065  scur1742              3192.8             0.0
2025-12-15 gpuuva065  scur1742               106.4             0.0
2025-12-16 gpuuva065  scur1742              1699.6             0.0
2025-12-18 gpuuva065  scur1742              2076.8             0.0
2025-12-19 gpuuva065  scur1742               362.8             0.0
2025-12-20 gpuuva065  scur1742               535.3             0.0
Totals for this user                        8890.5             0.0

2025-11-04 gpuuva065  scur1744                33.7             0.0
2025-11-10 gpuuva065  scur1744              2200.1             0.0
2025-11-11 gpuuva065  scur1744                27.0             0.0
2025-11-12 gpuuva065  scur1744                 3.3             0.0
2025-11-17 gpuuva065  scur1744               126.6             0.0
2025-11-18 gpuuva065  scur1744                84.5             0.0
2025-11-19 gpuuva065  scur1744                14.8             0.0
2025-11-20 gpuuva065  scur1744                77.5             0.0
2025-11-21 gpuuva065  scur1744              2451.8             0.0
2025-11-22 gpuuva065  scur1744                22.3             0.0
2025-11-23 gpuuva065  scur1744              1499.9             0.0
2025-12-01 gpuuva065  scur1744               492.0             0.0
2025-12-02 gpuuva065  scur1744              1093.6             0.0
2025-12-03 gpuuva065  scur1744              4079.0             0.0
2025-12-04 gpuuva065  scur1744              4795.2             0.0
2025-12-05 gpuuva065  scur1744              1280.8             0.0
2025-12-08 gpuuva065  scur1744              1606.6             0.0
2025-12-09 gpuuva065  scur1744              6661.8             0.0
2025-12-10 gpuuva065  scur1744              5853.0             0.0
2025-12-11 gpuuva065  scur1744              8624.0             0.0
2025-12-12 gpuuva065  scur1744               316.8             0.0
2025-12-13 gpuuva065  scur1744              1767.3             0.0
2025-12-14 gpuuva065  scur1744              2049.4             0.0
2025-12-15 gpuuva065  scur1744              1264.0             0.0
2025-12-16 gpuuva065  scur1744              2089.3             0.0
2025-12-17 gpuuva065  scur1744               449.5             0.0
2025-12-18 gpuuva065  scur1744               244.8             0.0
Totals for this user                       49208.4             0.0

2025-11-19 gpuuva065  scur1745                75.0             0.0
2025-11-20 gpuuva065  scur1745               277.2             0.0
2025-12-03 gpuuva065  scur1745               771.7             0.0
2025-12-04 gpuuva065  scur1745                47.8             0.0
2025-12-11 gpuuva065  scur1745                29.5             0.0
2025-12-13 gpuuva065  scur1745               112.2             0.0
2025-12-14 gpuuva065  scur1745               286.9             0.0
2025-12-20 gpuuva065  scur1745                56.0             0.0
2025-12-21 gpuuva065  scur1745                51.9             0.0
Totals for this user                        1708.2             0.0

2025-11-07 gpuuva065  scur1747               184.8             0.0
2025-11-17 gpuuva065  scur1747               510.3             0.0
2025-11-18 gpuuva065  scur1747               969.0             0.0
2025-11-19 gpuuva065  scur1747              1549.9             0.0
2025-11-20 gpuuva065  scur1747                 0.0             0.0
2025-11-21 gpuuva065  scur1747               875.7             0.0
2025-12-01 gpuuva065  scur1747               201.8             0.0
2025-12-07 gpuuva065  scur1747               588.0             0.0
2025-12-09 gpuuva065  scur1747               226.0             0.0
2025-12-10 gpuuva065  scur1747               304.3             0.0
2025-12-11 gpuuva065  scur1747                 8.3             0.0
2025-12-13 gpuuva065  scur1747                 5.1             0.0
Totals for this user                        5423.3             0.0

2025-11-07 gpuuva065  scur1748              1062.5             0.0
2025-11-08 gpuuva065  scur1748              2562.5             0.0
2025-11-09 gpuuva065  scur1748              2027.3             0.0
2025-11-10 gpuuva065  scur1748               924.7             0.0
2025-11-11 gpuuva065  scur1748                 5.3             0.0
2025-11-12 gpuuva065  scur1748               909.9             0.0
2025-11-18 gpuuva065  scur1748                10.0             0.0
2025-11-19 gpuuva065  scur1748              1027.4             0.0
2025-11-20 gpuuva065  scur1748                 6.6             0.0
2025-11-21 gpuuva065  scur1748               695.1             0.0
2025-12-13 gpuuva065  scur1748               146.0             0.0
Totals for this user                        9377.3             0.0

2025-11-09 gpuuva065  scur1749                29.1             0.0
2025-11-10 gpuuva065  scur1749               453.1             0.0
2025-11-17 gpuuva065  scur1749               720.1             0.0
2025-11-18 gpuuva065  scur1749                79.7             0.0
2025-11-21 gpuuva065  scur1749                 0.0             0.0
2025-11-22 gpuuva065  scur1749              3434.3             0.0
2025-11-23 gpuuva065  scur1749              1155.5             0.0
2025-12-10 gpuuva065  scur1749               911.9             0.0
2025-12-11 gpuuva065  scur1749               323.7             0.0
Totals for this user                        7107.4             0.0

2025-11-20 gpuuva065  scur1900               372.1             0.0
2025-11-21 gpuuva065  scur1900               128.5             0.0
2025-11-22 gpuuva065  scur1900               424.6             0.0
2025-11-23 gpuuva065  scur1900              1473.9             0.0
2025-11-29 gpuuva065  scur1900              4610.0             0.0
2025-11-30 gpuuva065  scur1900               101.8             0.0
2025-12-01 gpuuva065  scur1900              8429.0             0.0
2025-12-02 gpuuva065  scur1900               105.8             0.0
2025-12-03 gpuuva065  scur1900              1116.2             0.0
2025-12-04 gpuuva065  scur1900             13039.0             0.0
2025-12-05 gpuuva065  scur1900              4845.1             0.0
2025-12-06 gpuuva065  scur1900               224.1             0.0
2025-12-07 gpuuva065  scur1900              7697.0             0.0
2025-12-09 gpuuva065  scur1900                11.6             0.0
2025-12-10 gpuuva065  scur1900             13634.5             0.0
2025-12-11 gpuuva065  scur1900               637.6             0.0
2025-12-12 gpuuva065  scur1900              1676.8             0.0
2025-12-13 gpuuva065  scur1900              2994.4             0.0
2025-12-14 gpuuva065  scur1900              3090.1             0.0
2025-12-15 gpuuva065  scur1900              3900.9             0.0
2025-12-18 gpuuva065  scur1900               858.2             0.0
2025-12-19 gpuuva065  scur1900              5461.8             0.0
2025-12-20 gpuuva065  scur1900              5529.0             0.0
2025-12-21 gpuuva065  scur1900              3090.3             0.0
2025-12-22 gpuuva065  scur1900             20638.1             0.0
2025-12-23 gpuuva065  scur1900             52518.4             0.0
2025-12-24 gpuuva065  scur1900              3390.0             0.0
2025-12-25 gpuuva065  scur1900             49194.1             0.0
2025-12-26 gpuuva065  scur1900              5760.6             0.0
2025-12-27 gpuuva065  scur1900              1725.7             0.0
2025-12-28 gpuuva065  scur1900             76639.2             0.0
2025-12-29 gpuuva065  scur1900             13849.0             0.0
Totals for this user                      307167.4             0.0

2025-11-11 gpuuva065  scur2156              2764.9             0.0
2025-11-12 gpuuva065  scur2156              1308.4             0.0
2025-11-13 gpuuva065  scur2156                35.1             0.0
2025-11-17 gpuuva065  scur2156               113.3             0.0
2025-11-18 gpuuva065  scur2156               427.6             0.0
2025-11-19 gpuuva065  scur2156              2348.5             0.0
2025-11-20 gpuuva065  scur2156                59.3             0.0
2025-11-21 gpuuva065  scur2156              1627.7             0.0
2025-11-22 gpuuva065  scur2156              2124.0             0.0
2025-11-23 gpuuva065  scur2156               106.3             0.0
2025-12-01 gpuuva065  scur2156               655.9             0.0
2025-12-02 gpuuva065  scur2156              1527.9             0.0
2025-12-03 gpuuva065  scur2156              2692.4             0.0
2025-12-04 gpuuva065  scur2156              2087.3             0.0
2025-12-05 gpuuva065  scur2156              1780.8             0.0
2025-12-07 gpuuva065  scur2156               474.1             0.0
2025-12-08 gpuuva065  scur2156              2030.1             0.0
2025-12-09 gpuuva065  scur2156              2946.1             0.0
2025-12-10 gpuuva065  scur2156              1024.8             0.0
2025-12-13 gpuuva065  scur2156              1203.6             0.0
2025-12-20 gpuuva065  scur2156                47.6             0.0
2025-12-21 gpuuva065  scur2156               112.0             0.0
Totals for this user                       27497.7             0.0

2025-11-11 gpuuva065  scur2158               268.2             0.0
2025-11-12 gpuuva065  scur2158               276.8             0.0
2025-11-13 gpuuva065  scur2158              2730.7             0.0
2025-11-14 gpuuva065  scur2158              2075.0             0.0
2025-11-15 gpuuva065  scur2158              1174.5             0.0
2025-11-23 gpuuva065  scur2158               382.7             0.0
2025-11-24 gpuuva065  scur2158               339.3             0.0
2025-11-30 gpuuva065  scur2158                91.9             0.0
2025-12-01 gpuuva065  scur2158               145.4             0.0
2025-12-02 gpuuva065  scur2158               220.1             0.0
2025-12-03 gpuuva065  scur2158               194.0             0.0
2025-12-04 gpuuva065  scur2158                61.6             0.0
2025-12-05 gpuuva065  scur2158                61.0             0.0
2025-12-09 gpuuva065  scur2158               319.9             0.0
2025-12-10 gpuuva065  scur2158              1900.1             0.0
2025-12-11 gpuuva065  scur2158              2546.0             0.0
2025-12-12 gpuuva065  scur2158               728.8             0.0
2025-12-13 gpuuva065  scur2158              4287.6             0.0
Totals for this user                       17803.6             0.0

Totals for this account                  1709844.6             0.0
